tier,target_region,rule_key,source_region,source_unit,source_prize,source_index,transform,family,axis,lag,window,weekday,station_set,days,hit_rate,hit_baseline,hit_lift_pp,db_day_rate,db_day_baseline,db_day_lift_pp,half_stable,score
C,MT,MN:Bình Phước:G2#2:P3P2,MN,Bình Phước,G2,2,P3P2,adjacent_pair,D-4,4,180,2,ALL,14,0.5714,0.2979,27.36,0.1429,0.02,12.29,2,51.77
C,MT,MN:Bình Phước:G2#2:P3P2,MN,Bình Phước,G2,2,P3P2,adjacent_pair,D-4,4,180,,Khánh Hòa|Đà Nẵng,14,0.5714,0.2979,27.36,0.1429,0.02,12.29,2,51.77
C,MN,MT:Quảng Trị:G2#2:LAST2_REV,MT,Quảng Trị,G2,2,LAST2_REV,tail,D-4,4,180,0,ALL,14,0.6429,0.4207,22.21,0.2143,0.03,18.43,2,51.74
C,MN,MT:Quảng Trị:G2#2:LAST2_REV,MT,Quảng Trị,G2,2,LAST2_REV,tail,D-4,4,180,,Cà Mau|TP. HCM|Đồng Tháp,14,0.6429,0.4207,22.21,0.2143,0.03,18.43,2,51.74
C,MN,MT:Quảng Trị:G2#2:P4P3,MT,Quảng Trị,G2,2,P4P3,adjacent_pair,D-4,4,180,0,ALL,14,0.6429,0.4207,22.21,0.2143,0.03,18.43,2,51.74
C,MN,MT:Quảng Trị:G2#2:P4P3,MT,Quảng Trị,G2,2,P4P3,adjacent_pair,D-4,4,180,,Cà Mau|TP. HCM|Đồng Tháp,14,0.6429,0.4207,22.21,0.2143,0.03,18.43,2,51.74
A,MN,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,6,ALL,25,0.64,0.42,22.0,0.2,0.0292,17.08,2,51.58
A,MN,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,,Kiên Giang|Tiền Giang|Đà Lạt,25,0.64,0.42,22.0,0.2,0.0292,17.08,2,51.58
A,MN,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,6,ALL,25,0.64,0.42,22.0,0.2,0.0292,17.08,2,51.58
A,MN,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,,Kiên Giang|Tiền Giang|Đà Lạt,25,0.64,0.42,22.0,0.2,0.0292,17.08,2,51.58
B,MN,MB:MB_BOARD:G2#2:SUM_LAST2,MB,MB_BOARD,G2,2,SUM_LAST2,digit_sum,D-2,2,180,4,ALL,25,0.8,0.4248,37.52,0.04,0.03,1.0,2,51.46
B,MN,MB:MB_BOARD:G2#2:SUM_LAST2,MB,MB_BOARD,G2,2,SUM_LAST2,digit_sum,D-2,2,180,,Bình Dương|Trà Vinh|Vĩnh Long,25,0.8,0.4248,37.52,0.04,0.03,1.0,2,51.46
C,MN,MT:Đà Nẵng:G2#1:P5P4,MT,Đà Nẵng,G2,1,P5P4,adjacent_pair,D-6,6,180,1,ALL,12,0.75,0.405,34.5,0.0833,0.03,5.33,2,51.44
C,MN,MT:Đà Nẵng:G2#1:P5P4,MT,Đà Nẵng,G2,1,P5P4,adjacent_pair,D-6,6,180,,Bạc Liêu|Bến Tre|Vũng Tàu,12,0.75,0.405,34.5,0.0833,0.03,5.33,2,51.44
C,MB,MT:Huế:G2#1:FIRST2_REV,MT,Huế,G2,1,FIRST2_REV,head,D-5,5,180,5,ALL,14,0.6429,0.2379,40.5,0.0,0.01,-1.0,2,51.4
C,MB,MT:Huế:G2#1:FIRST2_REV,MT,Huế,G2,1,FIRST2_REV,head,D-5,5,180,,Nam Định,14,0.6429,0.2379,40.5,0.0,0.01,-1.0,2,51.4
A,MN,MB:MB_BOARD:G1#1:P3P2,MB,MB_BOARD,G1,1,P3P2,adjacent_pair,W-4,28,180,2,ALL,25,0.68,0.42,26.0,0.16,0.0296,13.04,2,51.27
A,MN,MB:MB_BOARD:G1#1:P3P2,MB,MB_BOARD,G1,1,P3P2,adjacent_pair,W-4,28,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.68,0.42,26.0,0.16,0.0296,13.04,2,51.27
A,MT,MB:MB_BOARD:G1#1:TAIL_SUM_UNIT,MB,MB_BOARD,G1,1,TAIL_SUM_UNIT,digit_sum,D-2,2,180,3,ALL,25,0.6,0.4168,18.32,0.24,0.03,21.0,2,51.08
A,MT,MB:MB_BOARD:G1#1:TAIL_SUM_UNIT,MB,MB_BOARD,G1,1,TAIL_SUM_UNIT,digit_sum,D-2,2,180,,Bình Định|Quảng Bình|Quảng Trị,25,0.6,0.4168,18.32,0.24,0.03,21.0,2,51.08
C,MB,MT:Huế:G2#2:TAIL_HEAD,MT,Huế,G2,2,TAIL_HEAD,head_tail_cross,D-6,6,180,6,ALL,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MB,MT:Huế:G2#2:TAIL_HEAD,MT,Huế,G2,2,TAIL_HEAD,head_tail_cross,D-6,6,180,,Thái Bình,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MB,MT:Huế:G2#2:P4P1,MT,Huế,G2,2,P4P1,position_pair,D-6,6,180,6,ALL,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MB,MT:Huế:G2#2:P4P1,MT,Huế,G2,2,P4P1,position_pair,D-6,6,180,,Thái Bình,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MB,MT:Đà Nẵng:G2#2:LAST2,MT,Đà Nẵng,G2,2,LAST2,tail,D-3,3,180,1,ALL,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MB,MT:Đà Nẵng:G2#2:LAST2,MT,Đà Nẵng,G2,2,LAST2,tail,D-3,3,180,,Quảng Ninh,14,0.6429,0.2407,40.21,0.0,0.01,-1.0,2,51.06
C,MT,MN:Bến Tre:G2#2:LAST2_REV,MN,Bến Tre,G2,2,LAST2_REV,tail,D-2,2,180,3,ALL,12,0.75,0.4083,34.17,0.0833,0.03,5.33,2,51.04
C,MT,MN:Bến Tre:G2#2:LAST2_REV,MN,Bến Tre,G2,2,LAST2_REV,tail,D-2,2,180,,Bình Định|Quảng Bình|Quảng Trị,12,0.75,0.4083,34.17,0.0833,0.03,5.33,2,51.04
C,MT,MN:Bến Tre:G2#2:P4P3,MN,Bến Tre,G2,2,P4P3,adjacent_pair,D-2,2,180,3,ALL,12,0.75,0.4083,34.17,0.0833,0.03,5.33,2,51.04
C,MT,MN:Bến Tre:G2#2:P4P3,MN,Bến Tre,G2,2,P4P3,adjacent_pair,D-2,2,180,,Bình Định|Quảng Bình|Quảng Trị,12,0.75,0.4083,34.17,0.0833,0.03,5.33,2,51.04
C,MT,MN:TP. HCM:G2#2:LAST2_REV,MN,TP. HCM,G2,2,LAST2_REV,tail,W-3,21,180,0,ALL,14,0.5714,0.305,26.64,0.1429,0.02,12.29,2,50.91
C,MT,MN:TP. HCM:G2#2:P4P3,MN,TP. HCM,G2,2,P4P3,adjacent_pair,W-3,21,180,0,ALL,14,0.5714,0.305,26.64,0.1429,0.02,12.29,2,50.91
C,MN,MT:Khánh Hòa:DB#1:P4P1,MT,Khánh Hòa,DB,1,P4P1,position_pair,D-6,6,180,1,ALL,12,0.6667,0.405,26.17,0.1667,0.03,13.67,2,50.89
C,MN,MT:Khánh Hòa:DB#1:P4P1,MT,Khánh Hòa,DB,1,P4P1,position_pair,D-6,6,180,,Bạc Liêu|Bến Tre|Vũng Tàu,12,0.6667,0.405,26.17,0.1667,0.03,13.67,2,50.89
C,MT,MN:Tiền Giang:G2#2:P3P2,MN,Tiền Giang,G2,2,P3P2,adjacent_pair,W-2,14,180,,Huế|Khánh Hòa|Kon Tum,12,0.75,0.41,34.0,0.0833,0.03,5.33,2,50.84
A,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,2,ALL,25,0.6,0.42,18.0,0.24,0.0296,21.04,2,50.74
A,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.6,0.42,18.0,0.24,0.0296,21.04,2,50.74
A,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,2,ALL,25,0.6,0.42,18.0,0.24,0.0296,21.04,2,50.74
A,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,,Cần Thơ|Sóc Trăng|Đồng Nai,25,0.6,0.42,18.0,0.24,0.0296,21.04,2,50.74
C,MT,MN:Long An:G2#2:TAIL_HEAD,MN,Long An,G2,2,TAIL_HEAD,head_tail_cross,D-1,1,180,,Huế|Khánh Hòa|Kon Tum,12,0.75,0.4117,33.83,0.0833,0.03,5.33,2,50.64
C,MT,MN:Long An:G2#2:P4P1,MN,Long An,G2,2,P4P1,position_pair,D-1,1,180,,Huế|Khánh Hòa|Kon Tum,12,0.75,0.4117,33.83,0.0833,0.03,5.33,2,50.64
C,MB,MT:Phú Yên:G2#2:FIRST2_REV,MT,Phú Yên,G2,2,FIRST2_REV,head,D-7,7,180,0,ALL,13,0.4615,0.2438,21.77,0.1538,0.01,14.38,2,50.36
C,MB,MT:Phú Yên:G2#2:FIRST2_REV,MT,Phú Yên,G2,2,FIRST2_REV,head,D-7,7,180,,Hà Nội,13,0.4615,0.2438,21.77,0.1538,0.01,14.38,2,50.36
C,MB,MT:Phú Yên:G2#2:FIRST2_REV,MT,Phú Yên,G2,2,FIRST2_REV,head,D-7,7,180,0,ALL,13,0.4615,0.2438,21.77,0.1538,0.01,14.38,2,50.36
C,MB,MT:Phú Yên:G2#2:FIRST2_REV,MT,Phú Yên,G2,2,FIRST2_REV,head,D-7,7,180,,Hà Nội,13,0.4615,0.2438,21.77,0.1538,0.01,14.38,2,50.36
C,MB,MT:Khánh Hòa:G2#2:HEAD_TAIL,MT,Khánh Hòa,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,4,ALL,13,0.4615,0.2446,21.69,0.1538,0.01,14.38,2,50.27
C,MB,MT:Khánh Hòa:G2#2:HEAD_TAIL,MT,Khánh Hòa,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,,Hải Phòng,13,0.4615,0.2446,21.69,0.1538,0.01,14.38,2,50.27
B,MN,MB:MB_BOARD:G2#1:P4P1,MB,MB_BOARD,G2,1,P4P1,position_pair,W-2,14,180,0,ALL,24,0.6667,0.4208,24.58,0.1667,0.03,13.67,2,50.19
B,MN,MB:MB_BOARD:G2#1:P4P1,MB,MB_BOARD,G2,1,P4P1,position_pair,W-2,14,180,,Cà Mau|TP. HCM|Đồng Tháp,24,0.6667,0.4208,24.58,0.1667,0.03,13.67,2,50.19
C,MT,MN:Tây Ninh:G2#2:P3P2,MN,Tây Ninh,G2,2,P3P2,adjacent_pair,D-3,3,180,6,ALL,12,0.6667,0.4125,25.42,0.1667,0.03,13.67,2,49.99
C,MT,MN:Cần Thơ:G2#2:LAST2_REV,MN,Cần Thơ,G2,2,LAST2_REV,tail,D-3,3,180,5,ALL,12,0.75,0.4175,33.25,0.0833,0.03,5.33,2,49.94
C,MT,MN:Cần Thơ:G2#2:LAST2_REV,MN,Cần Thơ,G2,2,LAST2_REV,tail,D-3,3,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,12,0.75,0.4175,33.25,0.0833,0.03,5.33,2,49.94
C,MT,MN:Cần Thơ:G2#2:P4P3,MN,Cần Thơ,G2,2,P4P3,adjacent_pair,D-3,3,180,5,ALL,12,0.75,0.4175,33.25,0.0833,0.03,5.33,2,49.94
C,MT,MN:Cần Thơ:G2#2:P4P3,MN,Cần Thơ,G2,2,P4P3,adjacent_pair,D-3,3,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,12,0.75,0.4175,33.25,0.0833,0.03,5.33,2,49.94
C,MN,MT:Đà Nẵng:G2#2:P3P2,MT,Đà Nẵng,G2,2,P3P2,adjacent_pair,D-7,7,180,5,ALL,15,0.8,0.5067,29.33,0.1333,0.0387,9.47,2,49.9
C,MN,MT:Đà Nẵng:G2#2:P3P2,MT,Đà Nẵng,G2,2,P3P2,adjacent_pair,D-7,7,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,15,0.8,0.5067,29.33,0.1333,0.0387,9.47,2,49.9
C,MN,MT:Đà Nẵng:G2#2:P3P2,MT,Đà Nẵng,G2,2,P3P2,adjacent_pair,D-7,7,180,5,ALL,15,0.8,0.5067,29.33,0.1333,0.0387,9.47,2,49.9
C,MN,MT:Đà Nẵng:G2#2:P3P2,MT,Đà Nẵng,G2,2,P3P2,adjacent_pair,D-7,7,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,15,0.8,0.5067,29.33,0.1333,0.0387,9.47,2,49.9
C,MN,MT:Thừa Thiên Huế:DB#1:HEAD_TAIL,MT,Thừa Thiên Huế,DB,1,HEAD_TAIL,head_tail_cross,D-4,4,180,4,ALL,12,0.6667,0.4142,25.25,0.1667,0.03,13.67,2,49.79
C,MN,MT:Thừa Thiên Huế:DB#1:HEAD_TAIL,MT,Thừa Thiên Huế,DB,1,HEAD_TAIL,head_tail_cross,D-4,4,180,,Bình Dương|Trà Vinh|Vĩnh Long,12,0.6667,0.4142,25.25,0.1667,0.03,13.67,2,49.79
C,MB,MT:Khánh Hòa:G2#2:HEAD_TAIL,MT,Khánh Hòa,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,1,ALL,16,0.625,0.2387,38.62,0.0,0.01,-1.0,2,49.35
C,MB,MT:Khánh Hòa:G2#2:HEAD_TAIL,MT,Khánh Hòa,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,,Quảng Ninh,16,0.625,0.2387,38.62,0.0,0.01,-1.0,2,49.35
C,MB,MT:Gia Lai:G2#2:LAST2_REV,MT,Gia Lai,G2,2,LAST2_REV,tail,D-5,5,180,2,ALL,15,0.4667,0.236,23.07,0.1333,0.01,12.33,2,49.25
C,MB,MT:Gia Lai:G2#2:LAST2_REV,MT,Gia Lai,G2,2,LAST2_REV,tail,D-5,5,180,,Bắc Ninh,15,0.4667,0.236,23.07,0.1333,0.01,12.33,2,49.25
C,MB,MT:Gia Lai:G2#2:P4P3,MT,Gia Lai,G2,2,P4P3,adjacent_pair,D-5,5,180,2,ALL,15,0.4667,0.236,23.07,0.1333,0.01,12.33,2,49.25
C,MB,MT:Gia Lai:G2#2:P4P3,MT,Gia Lai,G2,2,P4P3,adjacent_pair,D-5,5,180,,Bắc Ninh,15,0.4667,0.236,23.07,0.1333,0.01,12.33,2,49.25
C,MT,MN:Kiên Giang:G2#2:FIRST2_REV,MN,Kiên Giang,G2,2,FIRST2_REV,head,D-3,3,180,2,ALL,13,0.5385,0.2962,24.23,0.1538,0.02,13.38,2,49.24
C,MT,MN:Kiên Giang:G2#2:FIRST2_REV,MN,Kiên Giang,G2,2,FIRST2_REV,head,D-3,3,180,,Khánh Hòa|Đà Nẵng,13,0.5385,0.2962,24.23,0.1538,0.02,13.38,2,49.24
C,MB,MN:Bình Phước:G2#2:FIRST2,MN,Bình Phước,G2,2,FIRST2,head,D-3,3,180,1,ALL,13,0.5385,0.2408,29.77,0.0769,0.01,6.69,2,49.19
C,MB,MN:Bình Phước:G2#2:FIRST2,MN,Bình Phước,G2,2,FIRST2,head,D-3,3,180,,Quảng Ninh,13,0.5385,0.2408,29.77,0.0769,0.01,6.69,2,49.19
C,MT,MB:MB_BOARD:G1#1:P5P2,MB,MB_BOARD,G1,1,P5P2,position_pair,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MB:MB_BOARD:G1#1:P5P2,MB,MB_BOARD,G1,1,P5P2,position_pair,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MB:MB_BOARD:G2#2:SUM_UNIT_HEAD,MB,MB_BOARD,G2,2,SUM_UNIT_HEAD,digit_sum,D-2,2,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MN:Đồng Nai:DB#1:HEAD_TAIL,MN,Đồng Nai,DB,1,HEAD_TAIL,head_tail_cross,D-4,4,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MN:Long An:G1#1:LAST2_REV,MN,Long An,G1,1,LAST2_REV,tail,D-1,1,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MN:Long An:G1#1:P3P2,MN,Long An,G1,1,P3P2,adjacent_pair,D-1,1,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
C,MT,MN:Bạc Liêu:G1#1:TAIL_HEAD,MN,Bạc Liêu,G1,1,TAIL_HEAD,head_tail_cross,D-5,5,180,,Huế|Khánh Hòa|Kon Tum,16,0.75,0.4081,34.19,0.0625,0.03,3.25,2,49.11
A,MB,MN:Cần Thơ:G1#1:HEAD_TAIL,MN,Cần Thơ,G1,1,HEAD_TAIL,head_tail_cross,W-2,14,180,2,ALL,25,0.52,0.2388,28.12,0.08,0.01,7.0,2,48.84
A,MB,MN:Cần Thơ:G1#1:HEAD_TAIL,MN,Cần Thơ,G1,1,HEAD_TAIL,head_tail_cross,W-2,14,180,,Bắc Ninh,25,0.52,0.2388,28.12,0.08,0.01,7.0,2,48.84
C,MB,MT:Đà Nẵng:G2#2:FIRST2_REV,MT,Đà Nẵng,G2,2,FIRST2_REV,head,D-2,2,180,0,ALL,13,0.5385,0.2446,29.38,0.0769,0.01,6.69,2,48.73
C,MB,MT:Đà Nẵng:G2#2:FIRST2_REV,MT,Đà Nẵng,G2,2,FIRST2_REV,head,D-2,2,180,,Hà Nội,13,0.5385,0.2446,29.38,0.0769,0.01,6.69,2,48.73
C,MT,MB:MB_BOARD:DB#1:SUM_UNIT_HEAD,MB,MB_BOARD,DB,1,SUM_UNIT_HEAD,digit_sum,D-6,6,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
C,MT,MB:MB_BOARD:DB#1:P3P1,MB,MB_BOARD,DB,1,P3P1,position_pair,D-5,5,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
C,MT,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
C,MT,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
C,MT,MB:MB_BOARD:G2#2:SUM_UNIT_TAIL,MB,MB_BOARD,G2,2,SUM_UNIT_TAIL,digit_sum,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
C,MT,MB:MB_BOARD:G2#2:SUM_UNIT_TAIL,MB,MB_BOARD,G2,2,SUM_UNIT_TAIL,digit_sum,D-7,7,180,,Huế|Khánh Hòa|Kon Tum,16,0.6875,0.4081,27.94,0.125,0.03,9.5,2,48.69
A,MN,MT:Đắk Nông:G1#1:HEAD_TAIL,MT,Đắk Nông,G1,1,HEAD_TAIL,head_tail_cross,W-3,21,180,5,ALL,26,0.7308,0.5127,21.81,0.1923,0.0392,15.31,2,48.4
A,MN,MT:Đắk Nông:G1#1:HEAD_TAIL,MT,Đắk Nông,G1,1,HEAD_TAIL,head_tail_cross,W-3,21,180,,Bình Phước|Hậu Giang|Long An|TP. HCM,26,0.7308,0.5127,21.81,0.1923,0.0392,15.31,2,48.4
A,MB,MB:MB_BOARD:G2#2:HEAD_SECOND_LAST,MB,MB_BOARD,G2,2,HEAD_SECOND_LAST,head_secondlast_cross,D-1,1,180,4,ALL,25,0.52,0.2428,27.72,0.08,0.01,7.0,2,48.36
A,MB,MB:MB_BOARD:G2#2:HEAD_SECOND_LAST,MB,MB_BOARD,G2,2,HEAD_SECOND_LAST,head_secondlast_cross,D-1,1,180,,Hải Phòng,25,0.52,0.2428,27.72,0.08,0.01,7.0,2,48.36
A,MB,MB:MB_BOARD:G2#2:P1P4,MB,MB_BOARD,G2,2,P1P4,position_pair,D-1,1,180,4,ALL,25,0.52,0.2428,27.72,0.08,0.01,7.0,2,48.36
A,MB,MB:MB_BOARD:G2#2:P1P4,MB,MB_BOARD,G2,2,P1P4,position_pair,D-1,1,180,,Hải Phòng,25,0.52,0.2428,27.72,0.08,0.01,7.0,2,48.36
C,MN,MT:Huế:DB#1:LAST2_REV,MT,Huế,DB,1,LAST2_REV,tail,W-2,14,180,6,ALL,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MN,MT:Huế:DB#1:LAST2_REV,MT,Huế,DB,1,LAST2_REV,tail,W-2,14,180,,Kiên Giang|Tiền Giang|Đà Lạt,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MN,MT:Huế:DB#1:FIRST2_REV,MT,Huế,DB,1,FIRST2_REV,head,W-2,14,180,6,ALL,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MN,MT:Huế:DB#1:FIRST2_REV,MT,Huế,DB,1,FIRST2_REV,head,W-2,14,180,,Kiên Giang|Tiền Giang|Đà Lạt,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MN,MT:Huế:DB#1:TAIL_HEAD,MT,Huế,DB,1,TAIL_HEAD,head_tail_cross,W-2,14,180,6,ALL,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MN,MT:Huế:DB#1:TAIL_HEAD,MT,Huế,DB,1,TAIL_HEAD,head_tail_cross,W-2,14,180,,Kiên Giang|Tiền Giang|Đà Lạt,17,0.7059,0.4241,28.18,0.1176,0.0288,8.88,2,48.36
C,MT,MB:MB_BOARD:DB#1:HEAD_SECOND_LAST,MB,MB_BOARD,DB,1,HEAD_SECOND_LAST,head_secondlast_cross,D-1,1,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MB:MB_BOARD:DB#1:P1P4,MB,MB_BOARD,DB,1,P1P4,position_pair,D-1,1,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MB:MB_BOARD:DB#1:P2P4,MB,MB_BOARD,DB,1,P2P4,position_pair,D-3,3,180,,Huế|Phú Yên,13,0.4615,0.3038,15.77,0.2308,0.02,21.08,2,48.32
C,MT,MB:MB_BOARD:G1#1:P2P3,MB,MB_BOARD,G1,1,P2P3,adjacent_pair,D-2,2,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,2,48.32
C,MT,MB:MB_BOARD:G2#1:TAIL_SUM_UNIT,MB,MB_BOARD,G2,1,TAIL_SUM_UNIT,digit_sum,D-6,6,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MB:MB_BOARD:G2#2:LAST2,MB,MB_BOARD,G2,2,LAST2,tail,D-5,5,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,2,48.32
C,MT,MB:MB_BOARD:G2#2:LAST2_REV,MB,MB_BOARD,G2,2,LAST2_REV,tail,W-4,28,180,,Huế|Phú Yên,13,0.6923,0.3038,38.85,0.0,0.02,-2.0,2,48.32
C,MT,MB:MB_BOARD:G2#2:P1P3,MB,MB_BOARD,G2,2,P1P3,position_pair,W-3,21,180,,Huế|Phú Yên,13,0.6923,0.3038,38.85,0.0,0.02,-2.0,2,48.32
C,MT,MB:MB_BOARD:G2#2:P4P5,MB,MB_BOARD,G2,2,P4P5,adjacent_pair,D-5,5,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,2,48.32
C,MT,MB:MB_BOARD:G2#2:P5P4,MB,MB_BOARD,G2,2,P5P4,adjacent_pair,W-4,28,180,,Huế|Phú Yên,13,0.6923,0.3038,38.85,0.0,0.02,-2.0,2,48.32
C,MT,MN:Trà Vinh:DB#1:HEAD_TAIL,MN,Trà Vinh,DB,1,HEAD_TAIL,head_tail_cross,D-3,3,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MN:Trà Vinh:DB#1:TAIL_HEAD,MN,Trà Vinh,DB,1,TAIL_HEAD,head_tail_cross,D-3,3,180,,Huế|Phú Yên,13,0.5385,0.3038,23.46,0.1538,0.02,13.38,2,48.32
C,MT,MN:Long An:G1#1:FIRST2_REV,MN,Long An,G1,1,FIRST2_REV,head,D-2,2,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MN:Đồng Tháp:G2#1:P3P2,MN,Đồng Tháp,G2,1,P3P2,adjacent_pair,D-7,7,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MN:Đồng Tháp:G2#1:P3P2,MN,Đồng Tháp,G2,1,P3P2,adjacent_pair,D-7,7,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MN:Đồng Tháp:G1#1:TAIL_HEAD,MN,Đồng Tháp,G1,1,TAIL_HEAD,head_tail_cross,W-2,14,180,,Huế|Phú Yên,13,0.6154,0.3038,31.15,0.0769,0.02,5.69,2,48.32
C,MT,MB:MB_BOARD:DB#1:LAST2,MB,MB_BOARD,DB,1,LAST2,tail,D-5,5,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:DB#1:P4P5,MB,MB_BOARD,DB,1,P4P5,adjacent_pair,D-5,5,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:G1#1:SECOND_HEAD_TAIL,MB,MB_BOARD,G1,1,SECOND_HEAD_TAIL,head_secondlast_cross,W-4,28,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:G1#1:P2P4,MB,MB_BOARD,G1,1,P2P4,position_pair,W-4,28,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:G1#1:P2P5,MB,MB_BOARD,G1,1,P2P5,position_pair,W-4,28,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:G2#1:SUM_UNIT_HEAD,MB,MB_BOARD,G2,1,SUM_UNIT_HEAD,digit_sum,W-2,14,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
C,MT,MB:MB_BOARD:G2#1:P1P3,MB,MB_BOARD,G2,1,P1P3,position_pair,D-1,1,180,,Huế|Khánh Hòa|Kon Tum,16,0.625,0.4081,21.69,0.1875,0.03,15.75,2,48.27
