tier,target_region,rule_key,source_region,source_unit,source_prize,source_index,transform,family,axis,lag,window,weekday,station_set,days,hit_rate,hit_baseline,hit_lift_pp,db_day_rate,db_day_baseline,db_day_lift_pp,half_stable,score
C,MB,MN:Cà Mau:G2#2:FIRST2,MN,Cà Mau,G2,2,FIRST2,head,D-2,2,180,2,ALL,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MN:Cà Mau:G2#2:FIRST2,MN,Cà Mau,G2,2,FIRST2,head,D-2,2,180,,Bắc Ninh,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MN:Sóc Trăng:G2#2:LAST2,MN,Sóc Trăng,G2,2,LAST2,tail,D-6,6,180,1,ALL,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
C,MB,MN:Sóc Trăng:G2#2:LAST2,MN,Sóc Trăng,G2,2,LAST2,tail,D-6,6,180,,Quảng Ninh,12,0.5833,0.2392,34.42,0.0,0.01,-1.0,2,43.9
B,MT,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,2,ALL,25,0.6,0.2992,30.08,0.04,0.02,2.0,2,43.8
B,MT,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,,Khánh Hòa|Đà Nẵng,25,0.6,0.2992,30.08,0.04,0.02,2.0,2,43.8
B,MT,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,2,ALL,25,0.6,0.2992,30.08,0.04,0.02,2.0,2,43.8
B,MT,MB:MB_BOARD:G2#2:P5P2,MB,MB_BOARD,G2,2,P5P2,position_pair,D-7,7,180,,Khánh Hòa|Đà Nẵng,25,0.6,0.2992,30.08,0.04,0.02,2.0,2,43.8
C,MN,MT:Đắk Lắk:G2#2:LAST2,MT,Đắk Lắk,G2,2,LAST2,tail,D-2,2,180,3,ALL,14,0.7143,0.4236,29.07,0.0714,0.03,4.14,2,43.78
C,MN,MT:Đắk Lắk:G2#2:LAST2,MT,Đắk Lắk,G2,2,LAST2,tail,D-2,2,180,,An Giang|Bình Thuận|Tây Ninh,14,0.7143,0.4236,29.07,0.0714,0.03,4.14,2,43.78
C,MN,MT:Quảng Ngãi:G2#2:LAST2_REV,MT,Quảng Ngãi,G2,2,LAST2_REV,tail,D-5,5,180,3,ALL,14,0.5714,0.4164,15.5,0.2143,0.03,18.43,2,43.69
C,MN,MT:Quảng Ngãi:G2#2:LAST2_REV,MT,Quảng Ngãi,G2,2,LAST2_REV,tail,D-5,5,180,,An Giang|Bình Thuận|Tây Ninh,14,0.5714,0.4164,15.5,0.2143,0.03,18.43,2,43.69
C,MN,MT:Quảng Ngãi:G2#2:P4P3,MT,Quảng Ngãi,G2,2,P4P3,adjacent_pair,D-5,5,180,3,ALL,14,0.5714,0.4164,15.5,0.2143,0.03,18.43,2,43.69
C,MN,MT:Quảng Ngãi:G2#2:P4P3,MT,Quảng Ngãi,G2,2,P4P3,adjacent_pair,D-5,5,180,,An Giang|Bình Thuận|Tây Ninh,14,0.5714,0.4164,15.5,0.2143,0.03,18.43,2,43.69
C,MN,MT:Bình Định:G2#2:HEAD_TAIL,MT,Bình Định,G2,2,HEAD_TAIL,head_tail_cross,D-4,4,180,0,ALL,14,0.6429,0.4207,22.21,0.1429,0.03,11.29,2,43.65
C,MN,MT:Bình Định:G2#2:HEAD_TAIL,MT,Bình Định,G2,2,HEAD_TAIL,head_tail_cross,D-4,4,180,,Cà Mau|TP. HCM|Đồng Tháp,14,0.6429,0.4207,22.21,0.1429,0.03,11.29,2,43.65
B,MT,MB:MB_BOARD:G2#2:LAST2_REV,MB,MB_BOARD,G2,2,LAST2_REV,tail,W-4,28,180,5,ALL,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
B,MT,MB:MB_BOARD:G2#2:LAST2_REV,MB,MB_BOARD,G2,2,LAST2_REV,tail,W-4,28,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
B,MT,MB:MB_BOARD:G2#2:P5P4,MB,MB_BOARD,G2,2,P5P4,adjacent_pair,W-4,28,180,5,ALL,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
B,MT,MB:MB_BOARD:G2#2:P5P4,MB,MB_BOARD,G2,2,P5P4,adjacent_pair,W-4,28,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
B,MT,MN:TP. HCM:G2#1:FIRST2,MN,TP. HCM,G2,1,FIRST2,head,W-4,28,180,5,ALL,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
B,MT,MN:TP. HCM:G2#1:FIRST2,MN,TP. HCM,G2,1,FIRST2,head,W-4,28,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.7308,0.42,31.08,0.0385,0.03,0.85,2,43.65
C,MB,MT:Huế:G2#2:P3P2,MT,Huế,G2,2,P3P2,adjacent_pair,W-2,14,180,0,ALL,14,0.5,0.2436,25.64,0.0714,0.01,6.14,2,43.57
C,MB,MT:Huế:G2#2:P3P2,MT,Huế,G2,2,P3P2,adjacent_pair,W-2,14,180,,Hà Nội,14,0.5,0.2436,25.64,0.0714,0.01,6.14,2,43.57
B,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-6,6,180,3,ALL,26,0.6923,0.4188,27.35,0.0769,0.03,4.69,2,43.53
B,MN,MB:MB_BOARD:G1#1:P4P2,MB,MB_BOARD,G1,1,P4P2,position_pair,D-6,6,180,,An Giang|Bình Thuận|Tây Ninh,26,0.6923,0.4188,27.35,0.0769,0.03,4.69,2,43.53
B,MN,MT:Bình Định:G2#1:FIRST2_REV,MT,Bình Định,G2,1,FIRST2_REV,head,W-4,28,180,3,ALL,26,0.6923,0.4188,27.35,0.0769,0.03,4.69,2,43.53
B,MN,MT:Bình Định:G2#1:FIRST2_REV,MT,Bình Định,G2,1,FIRST2_REV,head,W-4,28,180,,An Giang|Bình Thuận|Tây Ninh,26,0.6923,0.4188,27.35,0.0769,0.03,4.69,2,43.53
C,MN,MT:Đắk Nông:G2#2:P3P2,MT,Đắk Nông,G2,2,P3P2,adjacent_pair,D-2,2,180,0,ALL,14,0.7143,0.4264,28.79,0.0714,0.03,4.14,2,43.44
C,MN,MT:Đắk Nông:G2#2:P3P2,MT,Đắk Nông,G2,2,P3P2,adjacent_pair,D-2,2,180,,Cà Mau|TP. HCM|Đồng Tháp,14,0.7143,0.4264,28.79,0.0714,0.03,4.14,2,43.44
A,MT,MB:MB_BOARD:G2#1:P5P3,MB,MB_BOARD,G2,1,P5P3,position_pair,D-4,4,180,3,ALL,26,0.6154,0.4154,20.0,0.1538,0.03,12.38,2,43.44
A,MT,MB:MB_BOARD:G2#1:P5P3,MB,MB_BOARD,G2,1,P5P3,position_pair,D-4,4,180,,Bình Định|Quảng Bình|Quảng Trị,26,0.6154,0.4154,20.0,0.1538,0.03,12.38,2,43.44
A,MN,MT:Gia Lai:G1#1:FIRST2_REV,MT,Gia Lai,G1,1,FIRST2_REV,head,D-5,5,180,2,ALL,26,0.6154,0.4204,19.5,0.1538,0.0296,12.42,2,43.39
A,MN,MT:Gia Lai:G1#1:FIRST2_REV,MT,Gia Lai,G1,1,FIRST2_REV,head,D-5,5,180,,Cần Thơ|Sóc Trăng|Đồng Nai,26,0.6154,0.4204,19.5,0.1538,0.0296,12.42,2,43.39
B,MN,MT:Ninh Thuận:G2#1:FIRST2_REV,MT,Ninh Thuận,G2,1,FIRST2_REV,head,D-5,5,180,2,ALL,26,0.6923,0.4204,27.19,0.0769,0.0296,4.73,2,43.39
B,MN,MT:Ninh Thuận:G2#1:FIRST2_REV,MT,Ninh Thuận,G2,1,FIRST2_REV,head,D-5,5,180,,Cần Thơ|Sóc Trăng|Đồng Nai,26,0.6923,0.4204,27.19,0.0769,0.0296,4.73,2,43.39
B,MN,MT:Quảng Ngãi:G2#1:HEAD_TAIL,MT,Quảng Ngãi,G2,1,HEAD_TAIL,head_tail_cross,D-4,4,180,2,ALL,26,0.6923,0.4204,27.19,0.0769,0.0296,4.73,2,43.39
B,MN,MT:Quảng Ngãi:G2#1:HEAD_TAIL,MT,Quảng Ngãi,G2,1,HEAD_TAIL,head_tail_cross,D-4,4,180,,Cần Thơ|Sóc Trăng|Đồng Nai,26,0.6923,0.4204,27.19,0.0769,0.0296,4.73,2,43.39
B,MT,MN:Hậu Giang:DB#1:TAIL_HEAD,MN,Hậu Giang,DB,1,TAIL_HEAD,head_tail_cross,W-2,14,180,5,ALL,26,0.6923,0.42,27.23,0.0769,0.03,4.69,2,43.39
B,MT,MN:Hậu Giang:DB#1:TAIL_HEAD,MN,Hậu Giang,DB,1,TAIL_HEAD,head_tail_cross,W-2,14,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.6923,0.42,27.23,0.0769,0.03,4.69,2,43.39
B,MT,MN:Bến Tre:G2#1:HEAD_TAIL,MN,Bến Tre,G2,1,HEAD_TAIL,head_tail_cross,D-4,4,180,5,ALL,26,0.6923,0.42,27.23,0.0769,0.03,4.69,2,43.39
B,MT,MN:Bến Tre:G2#1:HEAD_TAIL,MN,Bến Tre,G2,1,HEAD_TAIL,head_tail_cross,D-4,4,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.6923,0.42,27.23,0.0769,0.03,4.69,2,43.39
A,MT,MB:MB_BOARD:DB#1:HEAD_SECOND_LAST,MB,MB_BOARD,DB,1,HEAD_SECOND_LAST,head_secondlast_cross,D-2,2,180,0,ALL,25,0.52,0.3032,21.68,0.12,0.02,10.0,2,43.32
A,MT,MB:MB_BOARD:DB#1:P1P4,MB,MB_BOARD,DB,1,P1P4,position_pair,D-2,2,180,0,ALL,25,0.52,0.3032,21.68,0.12,0.02,10.0,2,43.32
A,MT,MB:MB_BOARD:G1#1:P4P3,MB,MB_BOARD,G1,1,P4P3,adjacent_pair,D-3,3,180,0,ALL,25,0.56,0.3032,25.68,0.08,0.02,6.0,2,43.32
B,MT,MN:Bình Phước:G1#1:LAST2_REV,MN,Bình Phước,G1,1,LAST2_REV,tail,D-2,2,180,0,ALL,25,0.64,0.3032,33.68,0.0,0.02,-2.0,2,43.32
A,MT,MN:Cà Mau:G2#1:HEAD_TAIL,MN,Cà Mau,G2,1,HEAD_TAIL,head_tail_cross,W-4,28,180,0,ALL,25,0.52,0.3032,21.68,0.12,0.02,10.0,2,43.32
A,MT,MN:Đồng Nai:G2#1:LAST2,MN,Đồng Nai,G2,1,LAST2,tail,D-4,4,180,6,ALL,25,0.64,0.4084,23.16,0.12,0.03,9.0,2,43.29
A,MN,MT:Bình Định:G1#1:TAIL_HEAD,MT,Bình Định,G1,1,TAIL_HEAD,head_tail_cross,W-4,28,180,3,ALL,26,0.6538,0.4188,23.5,0.1154,0.03,8.54,2,43.28
A,MN,MT:Bình Định:G1#1:TAIL_HEAD,MT,Bình Định,G1,1,TAIL_HEAD,head_tail_cross,W-4,28,180,,An Giang|Bình Thuận|Tây Ninh,26,0.6538,0.4188,23.5,0.1154,0.03,8.54,2,43.28
C,MT,MN:Bình Thuận:G2#2:FIRST2_REV,MN,Bình Thuận,G2,2,FIRST2_REV,head,D-7,7,180,3,ALL,13,0.6154,0.4062,20.92,0.1538,0.03,12.38,2,43.24
C,MT,MN:Bình Thuận:G2#2:FIRST2_REV,MN,Bình Thuận,G2,2,FIRST2_REV,head,D-7,7,180,,Bình Định|Quảng Bình|Quảng Trị,13,0.6154,0.4062,20.92,0.1538,0.03,12.38,2,43.24
C,MT,MN:Bình Thuận:G2#2:FIRST2_REV,MN,Bình Thuận,G2,2,FIRST2_REV,head,D-7,7,180,3,ALL,13,0.6154,0.4062,20.92,0.1538,0.03,12.38,2,43.24
C,MT,MN:Bình Thuận:G2#2:FIRST2_REV,MN,Bình Thuận,G2,2,FIRST2_REV,head,D-7,7,180,,Bình Định|Quảng Bình|Quảng Trị,13,0.6154,0.4062,20.92,0.1538,0.03,12.38,2,43.24
C,MT,MN:Trà Vinh:G2#2:LAST2,MN,Trà Vinh,G2,2,LAST2,tail,D-5,5,180,2,ALL,14,0.5714,0.2979,27.36,0.0714,0.02,5.14,2,43.2
C,MT,MN:Trà Vinh:G2#2:LAST2,MN,Trà Vinh,G2,2,LAST2,tail,D-5,5,180,,Khánh Hòa|Đà Nẵng,14,0.5714,0.2979,27.36,0.0714,0.02,5.14,2,43.2
A,MT,MN:Cần Thơ:G2#1:HEAD_TAIL,MN,Cần Thơ,G2,1,HEAD_TAIL,head_tail_cross,D-3,3,180,5,ALL,26,0.6538,0.42,23.38,0.1154,0.03,8.54,2,43.14
A,MT,MN:Cần Thơ:G2#1:HEAD_TAIL,MN,Cần Thơ,G2,1,HEAD_TAIL,head_tail_cross,D-3,3,180,,Quảng Ngãi|Đà Nẵng|Đắk Nông,26,0.6538,0.42,23.38,0.1154,0.03,8.54,2,43.14
A,MN,MT:Bình Định:DB#1:FIRST2_REV,MT,Bình Định,DB,1,FIRST2_REV,head,D-6,6,180,2,ALL,26,0.6538,0.4204,23.35,0.1154,0.0296,8.58,2,43.13
A,MN,MT:Bình Định:DB#1:FIRST2_REV,MT,Bình Định,DB,1,FIRST2_REV,head,D-6,6,180,,Cần Thơ|Sóc Trăng|Đồng Nai,26,0.6538,0.4204,23.35,0.1154,0.0296,8.58,2,43.13
B,MB,MN:Cần Thơ:G1#1:FIRST2_REV,MN,Cần Thơ,G1,1,FIRST2_REV,head,D-4,4,180,6,ALL,25,0.52,0.24,28.0,0.04,0.01,3.0,2,43.1
B,MB,MN:Cần Thơ:G1#1:FIRST2_REV,MN,Cần Thơ,G1,1,FIRST2_REV,head,D-4,4,180,,Thái Bình,25,0.52,0.24,28.0,0.04,0.01,3.0,2,43.1
C,MB,MN:Đồng Nai:G2#2:HEAD_TAIL,MN,Đồng Nai,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,4,ALL,12,0.5833,0.2458,33.75,0.0,0.01,-1.0,2,43.1
C,MB,MN:Đồng Nai:G2#2:HEAD_TAIL,MN,Đồng Nai,G2,2,HEAD_TAIL,head_tail_cross,D-2,2,180,,Hải Phòng,12,0.5833,0.2458,33.75,0.0,0.01,-1.0,2,43.1
A,MN,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-7,7,180,1,ALL,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-7,7,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-7,7,180,1,ALL,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:SECOND_HEAD_TAIL,MB,MB_BOARD,DB,1,SECOND_HEAD_TAIL,head_secondlast_cross,D-7,7,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-7,7,180,1,ALL,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-7,7,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-7,7,180,1,ALL,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
A,MN,MB:MB_BOARD:DB#1:P2P5,MB,MB_BOARD,DB,1,P2P5,position_pair,D-7,7,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.68,0.4124,26.76,0.08,0.03,5.0,2,43.08
B,MB,MB:MB_BOARD:DB#1:P4P3,MB,MB_BOARD,DB,1,P4P3,adjacent_pair,D-6,6,180,0,ALL,23,0.5652,0.2378,32.74,0.0,0.01,-1.0,2,42.99
C,MN,MT:Đà Nẵng:G2#2:FIRST2,MT,Đà Nẵng,G2,2,FIRST2,head,D-2,2,180,0,ALL,14,0.6429,0.4264,21.64,0.1429,0.03,11.29,2,42.96
C,MN,MT:Đà Nẵng:G2#2:FIRST2,MT,Đà Nẵng,G2,2,FIRST2,head,D-2,2,180,,Cà Mau|TP. HCM|Đồng Tháp,14,0.6429,0.4264,21.64,0.1429,0.03,11.29,2,42.96
C,MB,MN:Đồng Tháp:G2#2:LAST2,MN,Đồng Tháp,G2,2,LAST2,tail,W-2,14,180,0,ALL,12,0.5833,0.2475,33.58,0.0,0.01,-1.0,2,42.9
C,MB,MN:Đồng Tháp:G2#2:LAST2,MN,Đồng Tháp,G2,2,LAST2,tail,W-2,14,180,,Hà Nội,12,0.5833,0.2475,33.58,0.0,0.01,-1.0,2,42.9
C,MB,MT:Quảng Trị:G2#2:TAIL_HEAD,MT,Quảng Trị,G2,2,TAIL_HEAD,head_tail_cross,W-3,21,180,3,ALL,16,0.5625,0.2306,33.19,0.0,0.0094,-0.94,2,42.89
C,MB,MT:Quảng Trị:G2#2:TAIL_HEAD,MT,Quảng Trị,G2,2,TAIL_HEAD,head_tail_cross,W-3,21,180,,Hà Nội,16,0.5625,0.2306,33.19,0.0,0.0094,-0.94,2,42.89
C,MB,MT:Quảng Trị:G2#2:P4P1,MT,Quảng Trị,G2,2,P4P1,position_pair,W-3,21,180,3,ALL,16,0.5625,0.2306,33.19,0.0,0.0094,-0.94,2,42.89
C,MB,MT:Quảng Trị:G2#2:P4P1,MT,Quảng Trị,G2,2,P4P1,position_pair,W-3,21,180,,Hà Nội,16,0.5625,0.2306,33.19,0.0,0.0094,-0.94,2,42.89
A,MB,MB:MB_BOARD:G2#2:P3P4,MB,MB_BOARD,G2,2,P3P4,adjacent_pair,D-2,2,180,2,ALL,25,0.44,0.2388,20.12,0.12,0.01,11.0,1,42.84
A,MB,MB:MB_BOARD:G2#2:P3P4,MB,MB_BOARD,G2,2,P3P4,adjacent_pair,D-2,2,180,,Bắc Ninh,25,0.44,0.2388,20.12,0.12,0.01,11.0,1,42.84
B,MN,MT:Đắk Lắk:G1#1:HEAD_TAIL,MT,Đắk Lắk,G1,1,HEAD_TAIL,head_tail_cross,D-3,3,180,4,ALL,26,0.6923,0.4246,26.77,0.0769,0.03,4.69,2,42.84
B,MN,MT:Đắk Lắk:G1#1:HEAD_TAIL,MT,Đắk Lắk,G1,1,HEAD_TAIL,head_tail_cross,D-3,3,180,,Bình Dương|Trà Vinh|Vĩnh Long,26,0.6923,0.4246,26.77,0.0769,0.03,4.69,2,42.84
A,MN,MB:MB_BOARD:DB#1:P4P3,MB,MB_BOARD,DB,1,P4P3,adjacent_pair,D-6,6,180,1,ALL,25,0.64,0.4124,22.76,0.12,0.03,9.0,2,42.81
A,MN,MB:MB_BOARD:DB#1:P4P3,MB,MB_BOARD,DB,1,P4P3,adjacent_pair,D-6,6,180,,Bạc Liêu|Bến Tre|Vũng Tàu,25,0.64,0.4124,22.76,0.12,0.03,9.0,2,42.81
A,MB,MN:Bạc Liêu:G1#1:TAIL_HEAD,MN,Bạc Liêu,G1,1,TAIL_HEAD,head_tail_cross,D-2,2,180,3,ALL,25,0.48,0.234,24.6,0.08,0.0096,7.04,1,42.79
A,MB,MN:Bạc Liêu:G1#1:TAIL_HEAD,MN,Bạc Liêu,G1,1,TAIL_HEAD,head_tail_cross,D-2,2,180,,Hà Nội,25,0.48,0.234,24.6,0.08,0.0096,7.04,1,42.79
C,MT,MN:TP. HCM:G2#1:P5P2,MN,TP. HCM,G2,1,P5P2,position_pair,D-4,4,180,4,ALL,14,0.6429,0.3014,34.14,0.0,0.02,-2.0,2,42.77
C,MT,MN:TP. HCM:G2#1:P5P2,MN,TP. HCM,G2,1,P5P2,position_pair,D-4,4,180,,Gia Lai|Ninh Thuận,14,0.6429,0.3014,34.14,0.0,0.02,-2.0,2,42.77
C,MT,MN:Bình Thuận:G2#2:LAST2,MN,Bình Thuận,G2,2,LAST2,tail,D-1,1,180,4,ALL,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,1,42.67
C,MT,MN:Bình Thuận:G2#2:LAST2,MN,Bình Thuận,G2,2,LAST2,tail,D-1,1,180,,Gia Lai|Ninh Thuận,12,0.5833,0.3092,27.42,0.0833,0.0183,6.5,1,42.67
C,MB,MN:Đà Lạt:G2#2:FIRST2,MN,Đà Lạt,G2,2,FIRST2,head,W-2,14,180,6,ALL,14,0.5714,0.2393,33.21,0.0,0.01,-1.0,2,42.66
C,MB,MN:Đà Lạt:G2#2:FIRST2,MN,Đà Lạt,G2,2,FIRST2,head,W-2,14,180,,Thái Bình,14,0.5714,0.2393,33.21,0.0,0.01,-1.0,2,42.66
A,MN,MB:MB_BOARD:G2#1:FIRST2_REV,MB,MB_BOARD,G2,1,FIRST2_REV,head,W-2,14,180,4,ALL,26,0.6538,0.4246,22.92,0.1154,0.03,8.54,2,42.58
A,MN,MB:MB_BOARD:G2#1:FIRST2_REV,MB,MB_BOARD,G2,1,FIRST2_REV,head,W-2,14,180,,Bình Dương|Trà Vinh|Vĩnh Long,26,0.6538,0.4246,22.92,0.1154,0.03,8.54,2,42.58
A,MN,MB:MB_BOARD:G2#1:P2P1,MB,MB_BOARD,G2,1,P2P1,adjacent_pair,W-2,14,180,4,ALL,26,0.6538,0.4246,22.92,0.1154,0.03,8.54,2,42.58
A,MN,MB:MB_BOARD:G2#1:P2P1,MB,MB_BOARD,G2,1,P2P1,adjacent_pair,W-2,14,180,,Bình Dương|Trà Vinh|Vĩnh Long,26,0.6538,0.4246,22.92,0.1154,0.03,8.54,2,42.58
C,MN,MT:Huế:G2#2:FIRST2_REV,MT,Huế,G2,2,FIRST2_REV,head,D-4,4,180,4,ALL,14,0.7143,0.4336,28.07,0.0714,0.03,4.14,2,42.58
C,MN,MT:Huế:G2#2:FIRST2_REV,MT,Huế,G2,2,FIRST2_REV,head,D-4,4,180,,Bình Dương|Trà Vinh|Vĩnh Long,14,0.7143,0.4336,28.07,0.0714,0.03,4.14,2,42.58
B,MN,MB:MB_BOARD:DB#1:P4P2,MB,MB_BOARD,DB,1,P4P2,position_pair,W-2,14,180,6,ALL,25,0.72,0.42,30.0,0.04,0.0292,1.08,2,42.51
B,MN,MB:MB_BOARD:DB#1:P4P2,MB,MB_BOARD,DB,1,P4P2,position_pair,W-2,14,180,,Kiên Giang|Tiền Giang|Đà Lạt,25,0.72,0.42,30.0,0.04,0.0292,1.08,2,42.51
C,MB,MT:Đà Nẵng:G2#2:TAIL_HEAD,MT,Đà Nẵng,G2,2,TAIL_HEAD,head_tail_cross,D-3,3,180,1,ALL,14,0.5714,0.2407,33.07,0.0,0.01,-1.0,2,42.49
C,MB,MT:Đà Nẵng:G2#2:TAIL_HEAD,MT,Đà Nẵng,G2,2,TAIL_HEAD,head_tail_cross,D-3,3,180,,Quảng Ninh,14,0.5714,0.2407,33.07,0.0,0.01,-1.0,2,42.49
C,MB,MT:Đà Nẵng:G2#2:P4P1,MT,Đà Nẵng,G2,2,P4P1,position_pair,D-3,3,180,1,ALL,14,0.5714,0.2407,33.07,0.0,0.01,-1.0,2,42.49
